"Reason.for.absence","Month.of.absence","Day.of.the.week","Transportation.expense","Distance.from.Residence.to.Work","Service.time","Age","Work.load.Average.day.","Hit.target","Son","Pet","Weight","Height","Absenteeism.time.in.hours"
"13","8","2",0.934615384615385,1,0.0869565217391304,0.0384615384615385,0,0.384615384615385,0.25,0.5,0.461538461538462,0.700000000000001,40
"28","8","6",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0,0.384615384615385,1,0,0.173076923076923,0.300000000000002,4
"18","8","2",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0,0.384615384615385,0.5,0.5,0.653846153846154,0.700000000000001,8
"25","8","2",0.934615384615385,1,0.0869565217391304,0.0384615384615385,0,0.384615384615385,0.25,0.5,0.461538461538462,0.700000000000001,7
"23","8","3",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0,0.384615384615385,0.5,0.5,0.653846153846154,0.700000000000001,1
"28","8","4",0.15,0.468085106382979,0.217391304347826,0.0769230769230769,0,0.384615384615385,0,0,0.365384615384615,0.700000000000001,4
"18","8","4",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0,0.384615384615385,0.5,0.5,0.653846153846154,0.700000000000001,8
"23","8","6",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0,0.384615384615385,0,0,0.634615384615385,0.500000000000001,2
"18","8","2",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0,0.384615384615385,0,0,0.634615384615385,0.500000000000001,8
"18","8","5",0.45,0.51063829787234,0.478260869565217,0.807692307692308,0,0.384615384615385,0.25,0.5,0.615384615384615,2.84217094304039e-15,8
"23","8","5",0.371952006641181,0.127659574468085,0.565217391304348,0.384615384615385,0,0.384615384615385,0.25,0.5,0.615384615384615,0.700000000000001,4
"18","8","2",0.45,0.51063829787234,0.478260869565217,0.807692307692308,0,0.384615384615385,0.25,0.5,0.615384615384615,2.84217094304039e-15,8
"23","8","2",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0,0.384615384615385,0,0,0.634615384615385,0.500000000000001,2
"23","8","2",0.934615384615385,1,0.0869565217391304,0.0384615384615385,0,0.384615384615385,0.25,0.5,0.461538461538462,0.700000000000001,1
"24","8","3",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0,0.384615384615385,0.5,0.5,0.653846153846154,0.700000000000001,8
"11","8","5",0.665384615384615,0.957446808510638,0.478260869565217,0.192307692307692,0,0.384615384615385,0,0,0.173076923076923,0.400000000000002,4
"28","8","6",0.45,0.51063829787234,0.478260869565217,0.807692307692308,0,0.384615384615385,0.25,0,0.615384615384615,0.481360601698508,8
"23","8","6",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0,0.384615384615385,1,0,0.173076923076923,0.300000000000002,4
"23","9","3",0.253846153846154,0.787234042553192,0.260869565217391,0,0.253690649320475,0.384615384615385,0,0,0.0384615384615385,0.200000000000002,2
"23","9","2",0,0.106382978723404,0.391304347826087,0.384615384615385,0.253690649320475,0.384615384615385,0,0,0.519230769230769,0.700000000000001,4
"23","9","3",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.253690649320475,0.384615384615385,0,0,0.634615384615385,0.500000000000001,4
"19","9","3",0.45,0.319148936170213,0.521739130434783,0.615384615384615,0.253690649320475,0.384615384615385,0.25,0,0.961538461538462,0.200000000000002,8
"23","9","4",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.253690649320475,0.384615384615385,0.5,0,0.75,0.700000000000001,2
"23","9","2",0,0.106382978723404,0.391304347826087,0.384615384615385,0.253690649320475,0.384615384615385,0,0,0.519230769230769,0.700000000000001,3
"23","9","3",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.253690649320475,0.384615384615385,0,0,0.634615384615385,0.500000000000001,3
"23","9","5",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.253690649320475,0.384615384615385,0.25,0.5,0.326923076923077,0.600000000000001,4
"22","9","6",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.253690649320475,0.384615384615385,1,0,0.173076923076923,0.300000000000002,4
"14","9","2",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.253690649320475,0.384615384615385,0.25,0.5,0.326923076923077,0.600000000000001,32
"0","9","2",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.253690649320475,0.384615384615385,1,0,0.173076923076923,0.300000000000002,3.88396425010912
"0","9","2",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.253690649320475,0.384615384615385,0.25,1,0.25,0.400000000000002,0
"23","9","3",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.253690649320475,0.384615384615385,0.25,1,0.25,0.400000000000002,2
"23","9","3",0,0.106382978723404,0.391304347826087,0.384615384615385,0.253690649320475,0.384615384615385,0,0,0.519230769230769,0.700000000000001,2
"0","9","3",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.253690649320475,0.384615384615385,0.5,0.5,0.653846153846154,0.700000000000001,0
"0","9","3",0,0.170212765957447,0.739130434782609,0.884615384615385,1,0.384615384615385,0.25,0,0.807692307692308,0.397954506052297,3.02628032001029
"18","9","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.253690649320475,0.384615384615385,0.25,1,0.25,0.400000000000002,3
"23","9","4",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.253690649320475,0.384615384615385,0,0,0.634615384615385,0.500000000000001,3
"0","9","4",0.965384615384615,0.25531914893617,0.478260869565217,0.153846153846154,0.253690649320475,0.384615384615385,0.75,0,0.269230769230769,0.400000000000002,0
"23","9","6",0.5,0.425531914893617,0.565217391304348,0.769230769230769,0.253690649320475,0.384615384615385,0.5,0.5,0.576923076923077,2.84217094304039e-15,1
"23","9","6",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.253690649320475,0.384615384615385,0,0,0.634615384615385,0.500000000000001,3
"23","9","6",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.253690649320475,0.384615384615385,1,0,0.173076923076923,0.300000000000002,4
"23","10","3",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.339224471832445,0.461538461538462,0,0,0.634615384615385,0.500000000000001,3
"23","10","3",0,0.106382978723404,0.391304347826087,0.384615384615385,0.339224471832445,0.461538461538462,0,0,0.519230769230769,0.700000000000001,3.47886639606911
"0","10","4",0,0.170212765957447,0.739130434782609,0.884615384615385,0.339224471832445,0.461538461538462,0.25,0,0.807692307692308,0.200000000000002,0.302352657796049
"23","10","5",0.234615384615385,0.446808510638298,0.347826086956522,0.115384615384615,0.339224471832445,0.461538461538462,0,0,0,0.600000000000001,1
"23","10","6",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.339224471832445,0.461538461538462,0,0,0.634615384615385,0.500000000000001,3
"23","10","6",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.339224471832445,0.461538461538462,0.25,1,0.25,0.400000000000002,3
"23","10","3",0,0.106382978723404,0.391304347826087,0.384615384615385,0.339224471832445,0.461538461538462,0,0,0.519230769230769,0.700000000000001,3
"23","10","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.339224471832445,0.461538461538462,0.25,1,0.25,0.400000000000002,2
"23","10","4",0.5,0.425531914893617,0.565217391304348,0.769230769230769,0.339224471832445,0.461538461538462,0.5,0.5,0.576923076923077,2.84217094304039e-15,2
"23","10","5",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.339224471832445,0.461538461538462,0.25,0.5,0.326923076923077,0.600000000000001,5
"23","10","4",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.339224471832445,0.461538461538462,0,0,0.634615384615385,0.500000000000001,8
"23","10","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.339224471832445,0.461538461538462,0.25,1,0.25,0.400000000000002,3
"19","10","5",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.339224471832445,0.461538461538462,1,0,0.173076923076923,0.300000000000002,16
"14","10","3",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.339224471832445,0.461538461538462,0.25,0.5,0.326923076923077,0.600000000000001,8
"28","10","3",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.339224471832445,0.461538461538462,0.25,1,0.25,0.400000000000002,2
"26","10","4",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.559904641721334,0.461538461538462,0.5,0.5,0.653846153846154,0.700000000000001,8
"23","10","6",0.934615384615385,1,0.0869565217391304,0.0384615384615385,0.339224471832445,0.461538461538462,0.25,1,0.461538461538462,0.700000000000001,1
"28","10","6",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.339224471832445,0.461538461538462,1,0,0.173076923076923,0.300000000000002,3
"23","11","5",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.716489342499975,0.461538461538462,0,0,0.634615384615385,0.500000000000001,1
"23","11","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.716489342499975,0.461538461538462,0.25,1,0.25,0.400000000000002,1
"13","11","5",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.716489342499975,0.659012845321233,0,0,0.634615384615385,0.500000000000001,8
"21","11","5",0.234615384615385,0.361702127659574,0.695652173913043,0.5,0.716489342499975,0.461538461538462,0.5,0,0.134615384615385,0.500000000000001,8
"23","11","5",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.57810950985059,0.461538461538462,0.25,0.5,0.326923076923077,0.600000000000001,5
"10","11","2",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.716489342499975,0.461538461538462,0.5,0,0.75,0.700000000000001,32
"22","11","2",0.273076923076923,0.51063829787234,0.521739130434783,0.230769230769231,0.716489342499975,0.461538461538462,0.5,1,0.25,0.200000000000002,8
"14","11","2",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.716489342499975,0.461538461538462,0.25,0.5,0.326923076923077,0.600000000000001,40
"23","11","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.716489342499975,0.461538461538462,0.25,1,0.25,0.400000000000002,1
"6","11","6",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.716489342499975,0.461538461538462,0.5,0,0.75,0.700000000000001,8
"23","11","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.716489342499975,0.461538461538462,0.25,1,0.25,0.400000000000002,3
"21","11","4",0.234615384615385,0.361702127659574,0.695652173913043,0.5,0.716489342499975,0.5446667092295,0.5,0,0.134615384615385,0.500000000000001,8
"13","11","6",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.716489342499975,0.461538461538462,0.25,1,0.25,0.400000000000002,3
"28","11","6",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.373770251018334,0.461538461538462,1,0,0.173076923076923,0.300000000000002,4
"28","11","2",0.5,0.425531914893617,0.565217391304348,0.769230769230769,0.716489342499975,0.461538461538462,0.5,0.5,0.576923076923077,2.84217094304039e-15,1
"28","11","3",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.716489342499975,0.461538461538462,0.25,1,0.25,0.400000000000002,3
"7","11","4",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.716489342499975,0.461538461538462,0.5,0.5,0.653846153846154,0.700000000000001,24
"23","11","5",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.716489342499975,0.461538461538462,0.25,0.5,0.326923076923077,0.600000000000001,3
"23","12","3",0.5,0.425531914893617,0.565217391304348,0.769230769230769,0.395164975820798,0.769230769230769,0.5,0.5,0.576923076923077,2.84217094304039e-15,1
"19","12","3",0,0.106382978723404,0.391304347826087,0.384615384615385,0.395164975820798,0.769230769230769,0,0,0.519230769230769,0.700000000000001,64
"23","12","4",0,0.170212765957447,0.739130434782609,0.884615384615385,0.395164975820798,0.769230769230769,0.25,0,0.807692307692308,0.200000000000002,2
"26","12","4",0.45,0.127659574468085,0.565217391304348,0.384615384615385,0.395164975820798,0.769230769230769,0.25,0.5,0.615384615384615,0.700000000000001,8
"23","12","5",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.395164975820798,0.769230769230769,0.25,1,0.25,0.400000000000002,2
"26","12","6",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.395164975820798,0.769230769230769,1,0,0.173076923076923,0.300000000000002,8
"19","12","3",0,0.106382978723404,0.391304347826087,0.384615384615385,0.364191113738919,0.769230769230769,0,0,0.519230769230769,0.700000000000001,56
"22","12","4",0.934615384615385,1,0.0869565217391304,0.0384615384615385,0.556745825584432,0.769230769230769,0.25,0.5,0.461538461538462,0.700000000000001,8
"28","12","5",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.395164975820798,0.769230769230769,0.25,1,0.25,0.400000000000002,3
"28","12","6",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.395164975820798,0.769230769230769,1,0,0.173076923076923,0.300000000000002,3
"23","12","3",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.395164975820798,0.769230769230769,0.25,1,0.25,0.400000000000002,2
"22","12","4",0.934615384615385,1,0.0869565217391304,0.0384615384615385,0.395164975820798,0.769230769230769,0.25,0.5,0.461538461538462,0.700000000000001,8
"27","12","6",0,0.106382978723404,0.391304347826087,0.384615384615385,0.395164975820798,0.769230769230769,0,0,0.519230769230769,0.700000000000001,2
"19","12","6",0.492307692307692,0.425531914893617,0.652173913043478,0.538461538461538,0.395164975820798,0.769230769230769,0,0,0.211538461538462,0.500000000000001,8
"23","12","6",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.395164975820798,0.709634158971176,0.25,1,0.25,0.400000000000002,2
"23","1","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.814877434025999,0.615384615384615,0.25,1,0.25,0.400000000000002,1
"19","1","2",0,0.106382978723404,0.391304347826087,0.384615384615385,0.732527380118368,0.615384615384615,0,0,0.519230769230769,0.700000000000004,1
"27","1","3",0,0.106382978723404,0.391304347826087,0.384615384615385,0.732527380118368,0.615384615384615,0,0,0.519230769230769,0.700000000000001,1
"18","1","3",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.732527380118368,0.805548022810084,0.5,0,0.75,0.700000000000001,8
"27","1","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.732527380118368,0.615384615384615,0.25,1,0.25,0.400000000000002,2
"23","1","5",0.253846153846154,0.787234042553192,0.260869565217391,0,0.732527380118368,0.615384615384615,0,0,0.105048082812237,0.200000000000002,2
"28","1","5",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.732527380118368,0.615384615384615,0.25,1,0.25,0.400000000000002,2
"27","1","6",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.732527380118368,0.615384615384615,0.25,1,0.25,0.400000000000002,1
"27","1","2",0,0.106382978723404,0.391304347826087,0.384615384615385,0.732527380118368,0.615384615384615,0,0,0.519230769230769,0.700000000000001,2
"27","1","3",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.732527380118368,0.615384615384615,0.25,1,0.25,0.400000000000002,2
"27","1","3",0,0.106382978723404,0.391304347826087,0.384615384615385,0.732527380118368,0.615384615384615,0,0,0.519230769230769,0.700000000000001,2
"27","1","4",0,0.106382978723404,0.391304347826087,0.384615384615385,0.732527380118368,0.615384615384615,0,0,0.519230769230769,0.700000000000001,2
"27","1","5",0,0.106382978723404,0.391304347826087,0.384615384615385,0.732527380118368,0.615384615384615,0,0,0.519230769230769,0.700000000000001,2
"27","1","6",0,0.106382978723404,0.391304347826087,0.384615384615385,0.732527380118368,0.615384615384615,0,0,0.519230769230769,0.700000000000001,2
"27","1","2",0,0.106382978723404,0.391304347826087,0.384615384615385,0.732527380118368,0.615384615384615,0,0,0.519230769230769,0.700000000000001,2
"27","1","3",0,0.106382978723404,0.391304347826087,0.384615384615385,0.732527380118368,0.615384615384615,0,0,0.519230769230769,0.700000000000001,2
"18","1","3",0.234615384615385,0.446808510638298,0.347826086956522,0.115384615384615,0.732527380118368,0.615384615384615,0,0,0,0.600000000000001,8
"18","1","3",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.732527380118368,0.615384615384615,0.5,0.5,0.653846153846154,0.700000000000001,8
"27","1","4",0,0.106382978723404,0.391304347826087,0.384615384615385,0.732527380118368,0.615384615384615,0,0,0.519230769230769,0.700000000000001,2
"23","1","5",0.253846153846154,0.787234042553192,0.260869565217391,0,0.798785788637119,0.615384615384615,0,0,0.0384615384615385,0.200000000000002,2
"27","1","5",0,0.106382978723404,0.391304347826087,0.384615384615385,0.732527380118368,0.615384615384615,0,0,0.519230769230769,0.700000000000001,2
"27","1","2",0,0.106382978723404,0.391304347826087,0.384615384615385,0.732527380118368,0.615384615384615,0,0,0.519230769230769,0.700000000000001,0
"23","1","3",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.732527380118368,0.615384615384615,0.25,1,0.25,0.400000000000002,1
"22","1","5",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.732527380118368,0.615384615384615,0.5,0.5,0.653846153846154,0.700000000000001,3
"23","2","6",0.253846153846154,0.787234042553192,0.260869565217391,0,0.689664155024372,0.923076923076923,0.17273856549874,0,0.0384615384615385,0.200000000000002,1
"1","2","4",0.492307692307692,0.425531914893617,0.652173913043478,0.538461538461538,0.689664155024372,0.923076923076923,0,0,0.211538461538462,0.500000000000001,8
"11","2","4",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.689664155024372,0.923076923076923,0,0,0.634615384615385,0.500000000000001,8
"28","2","5",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.689664155024372,0.923076923076923,0.5,0,0.75,0.700000000000001,2
"23","2","5",0.273076923076923,0.51063829787234,0.521739130434783,0.230769230769231,0.689664155024372,0.923076923076923,0.5,1,0.25,0.200000000000002,8
"28","2","6",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.689664155024372,0.923076923076923,1,0,0.173076923076923,0.300000000000002,2
"22","2","6",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.689664155024372,0.923076923076923,0.5,0.5,0.653846153846154,0.700000000000001,8
"11","2","2",0,0.212765957446809,0.347826086956522,0.884615384615385,0.689664155024372,0.923076923076923,0,0,0.384615384615385,0.700000000000001,8
"1","2","3",0,0.212765957446809,0.347826086956522,0.884615384615385,0.689664155024372,0.923076923076923,0,0,0.384615384615385,0.700000000000001,8
"28","2","2",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.689664155024372,0.923076923076923,0.25,1,0.25,0.400000000000002,2
"23","2","3",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.689664155024372,0.923076923076923,0.25,1,0.25,0.400000000000002,2
"23","2","3",0.234615384615385,0.446808510638298,0.347826086956522,0.115384615384615,0.689664155024372,0.923076923076923,0,0,0,0.600000000000001,1
"23","2","3",0.253846153846154,0.787234042553192,0.260869565217391,0,0.689664155024372,0.923076923076923,0,0,0.0384615384615385,0.200000000000002,8
"25","2","5",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.689664155024372,0.923076923076923,0.25,1,0.25,0.400000000000002,3
"18","2","2",0.815384615384615,0.234042553191489,0.130434782608696,0.0384615384615385,0.689664155024372,0.923076923076923,0,0,0.538461538461538,0.268374729655718,8
"23","2","3",0.815384615384615,0.234042553191489,0.130434782608696,0.0384615384615385,0.689664155024372,0.923076923076923,0,0,0.538461538461538,0.398354955494783,1
"23","2","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.689664155024372,0.923076923076923,0.25,1,0.25,0.400000000000002,1
"19","2","5",0.273076923076923,0.51063829787234,0.521739130434783,0.230769230769231,0.689664155024372,0.923076923076923,0.5,1,0.25,0.200000000000002,8
"28","3","3",0.665384615384615,0.957446808510638,0.478260869565217,0.192307692307692,0.97980424126316,0.615384615384615,0,0,0.173076923076923,0.400000000000002,2
"19","3","3",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.97980424126316,0.615384615384615,1,0,0.173076923076923,0.300000000000002,8
"19","3","3",0.15,0.468085106382979,0.217391304347826,0.0769230769230769,0.97980424126316,0.615384615384615,0,0,0.365384615384615,0.700000000000001,3
"17","3","3",0.234615384615385,0.361702127659574,0.695652173913043,0.5,0.97980424126316,0.615384615384615,0.5,0,0.134615384615385,0.500000000000001,8
"22","3","4",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.97980424126316,0.615384615384615,0.25,0.5,0.326923076923077,0.600000000000001,8
"13","3","4",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.97980424126316,0.615384615384615,1,0,0.173076923076923,0.300000000000002,8
"13","3","5",0.234615384615385,0.446808510638298,0.347826086956522,0.115384615384615,0.97980424126316,0.615384615384615,0,0,0,0.600000000000001,8
"14","3","6",0.5,0.425531914893617,0.565217391304348,0.769230769230769,0.97980424126316,0.615384615384615,0.5,0.5,0.576923076923077,2.84217094304039e-15,3
"13","3","6",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.97980424126316,0.615384615384615,1,0,0.173076923076923,0.300000000000002,40
"11","3","2",0.234615384615385,0.361702127659574,0.695652173913043,0.5,0.97980424126316,0.615384615384615,0.5,0,0.134615384615385,0.500000000000001,40
"1","3","2",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.97980424126316,0.615384615384615,0.5,0,0.75,0.354719899706244,16
"26","3","2",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.97980424126316,0.615384615384615,1,0,0.173076923076923,0.300000000000002,16
"13","3","3",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.97980424126316,0.615384615384615,0.5,0,0.75,0.365182456207352,8
"6","3","5",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.97980424126316,0.615384615384615,0.5,0.5,0.653846153846154,0.700000000000001,8
"8","3","5",0.234615384615385,0.361702127659574,0.695652173913043,0.5,0.97980424126316,0.615384615384615,0.5,0,0.134615384615385,0.500000000000001,8
"28","3","6",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.97980424126316,0.615384615384615,1,0,0.173076923076923,0.300000000000002,4
"23","3","6",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.97980424126316,0.615384615384615,0.25,1,0.25,0.400000000000002,1
"14","3","2",0.619230769230769,0,0.565217391304348,0.461538461538462,0.97980424126316,0.615384615384615,0.5,0,0.230769230769231,0.300000000000002,8
"13","3","3",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.97980424126316,0.615384615384615,0,0,0.634615384615385,0.500000000000001,24
"23","3","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.97980424126316,0.615384615384615,0.25,1,0.25,0.400000000000002,2
"11","3","2",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.97980424126316,0.615384615384615,0.25,1,0.25,0.400000000000002,8
"13","3","2",0.234615384615385,0.446808510638298,0.347826086956522,0.115384615384615,0.97980424126316,0.615384615384615,0,0,0,0.600000000000001,1
"11","3","3",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.97980424126316,0.615384615384615,0.25,1,0.25,0.400000000000002,8
"11","3","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.97980424126316,0.615384615384615,0.25,1,0.25,0.400000000000002,16
"13","3","4",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.97980424126316,0.615384615384615,0,0,0.634615384615385,0.500000000000001,3
"14","3","5",0.619230769230769,0,0.565217391304348,0.461538461538462,0.97980424126316,0.615384615384615,0.5,0,0.230769230769231,0.300000000000002,16
"28","3","6",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.97980424126316,0.615384615384615,0.25,1,0.25,0.400000000000002,2
